Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Hon.	Clark	Katherine M.		X	MA05	2021	5/15/2022	30017147
	Clark	Robert Benjamin	III	C	NC04	2021	12/9/2021	10044121
Hon.	Clarke	Yvette D.		O	NY09	2021	6/15/2022	10049776
	Clay	Mark Daniel		C	GA14	2021	5/23/2021	10040612
Hon.	Clay	Wm. Lacy		T	MO01	2021	4/2/2021	8217923
Hon.	Clay	Wm. Lacy		X	MO01	2021	4/15/2021	8217978
Hon.	Cleaver	Emanuel		O	MO05	2021	5/16/2022	10048557
	Clemmons	Mitchell		D	CA38	2021	12/16/2021	40003284
Ms.	Cleveland	Shenita Lache		A	TX30	2021	6/25/2021	10041071
Ms.	Cleveland	Shenita Lache		C	TX30	2021	6/25/2021	10041069
	Click	Nathan		C	NC14	2021	12/16/2021	10044171
Hon.	Cline	Benjamin Lee		A	VA06	2021	8/11/2023	10054358
Hon.	Cline	Benjamin Lee		O	VA06	2021	5/16/2022	10048834
	Cloud	Michael		O	TX27	2021	5/16/2022	10048398
Hon.	Clyburn	James E.		O	SC06	2021	5/13/2022	10048502
Hon.	Clyde	Andrew		O	GA09	2021	8/11/2022	10049291
Hon.	Clyde	Andrew		X	GA09	2021	5/16/2022	30017366
Hon.	Clyde	Andrew		X	GA09	2021	6/7/2022	8218952
	Coatney	David Adam		C	NC11	2021	12/19/2021	10043487
	Coatney	David Adam		C	NC11	2021	12/19/2021	10043487
	Coatney	David Adam		D	NC11	2021	8/15/2021	40003241
	Coatney	David Adam		D	NC11	2021	8/16/2021	8218319
Hon.	Cohen	Steve		O	TN09	2021	8/13/2022	10048052
Hon.	Cohen	Steve		P	TN09	2021	12/7/2021	20019972
Hon.	Cohen	Steve		X	TN09	2021	5/15/2022	30017144
Hon.	Cohen	Steve		X	TN09	2021	5/17/2022	8218824
	Cole	Jahmal		C	IL01	2021	6/14/2021	10039772
	Cole	Jahmal		X	IL01	2021	5/18/2021	30014909
Hon.	Cole	Tom		O	OK04	2021	7/28/2022	10047192
Hon.	Cole	Tom		X	OK04	2021	5/13/2022	30017024
Hon.	Coleman	Bonnie Watson		O	NJ12	2021	5/15/2022	10047502
Hon.	Collins	Doug		T	GA09	2021	3/1/2021	10039511
	Collins	Jay		C	FL14	2021	2/1/2022	8218553
	Collins	Kina Isis		C	IL07	2021	9/27/2021	10043742
	Collins	Michael A.	Jr	C	GA10	2021	9/16/2021	8218333
	Collins	Michael A.	Jr	X	GA10	2021	6/15/2021	30014957
	Collins	Shawn		C	CA45	2021	11/18/2021	10043394
	Collins	Shawn		X	CA45	2021	8/23/2021	30015048
Mr.	Colombe	Michael Christopher		C	CO05	2021	10/23/2021	10043930
	Colombo	Malcolm Thomas		C	MD03	2021	5/13/2021	10040381
	Combs	Jack Lewis	Jr.	C	VA05	2021	9/19/2021	10041064
	Combs	Jack Lewis	Jr.	X	VA05	2021	6/29/2021	30014971
Hon.	Comer	James		O	KY01	2021	6/14/2022	10048636
Hon.	Comer	James		X	KY01	2021	5/13/2022	30017018
	Compton	William Dakota		C	KY02	2021	4/21/2021	8217989
Hon.	Conaway	K. Michael		P	TX11	2021	1/22/2021	20018064
Hon.	Conaway	K. Michael		P	TX11	2021	3/25/2021	20018460
Hon.	Conaway	K. Michael		T	TX11	2021	4/30/2021	10039451
Hon.	Conaway	K. Michael		X	TX11	2021	1/21/2021	30011634
	Conerly	Chad		C	LA05	2021	2/16/2021	10039543
	Conforti	Niki		C	IL06	2021	10/19/2021	10041500
	Conforti	Niki		X	IL06	2021	7/19/2021	30014990
	Conner	Lateefah B.		A	GA14	2021	5/19/2021	10040561
	Conner	Lateefah B.		C	GA14	2021	5/15/2021	10040473
Hon.	Connolly	Gerald E.		O	VA11	2021	5/14/2022	10046359
Hon.	Connolly	Gerald E.		P	VA11	2021	1/27/2021	20018084
Hon.	Connolly	Gerald E.		P	VA11	2021	5/5/2021	20018689
Hon.	Connolly	Gerald E.		P	VA11	2021	9/5/2021	20019428
Hon.	Connolly	Gerald E.		P	VA11	2021	12/23/2021	20020089
	Conole	Francis		C	NY24	2021	12/22/2021	10044245
	Conole	Francis		X	NY24	2021	9/15/2021	8218340
	Conoly	Henry		C	PA01	2021	7/24/2021	10041761
	Contreras	Maya		C	NY12	2021	7/30/2021	10042063
	Cooke	Rebecca		C	WI03	2021	2/10/2022	10043975
	Cooke	Rebecca		X	WI03	2021	11/15/2021	30015144
Hon.	Cooper	Jim		O	TN05	2021	6/14/2022	10046145
Hon.	Cooper	Jim		X	TN05	2021	4/14/2022	30016361
	Cooper	Kelly Robert		C	AZ09	2021	11/18/2021	10044057
	Cornicelli	Robert Michael Cpt		C	NY01	2021	3/4/2022	10044418
Hon.	Correa	Lou		O	CA46	2021	5/16/2022	10046568
Hon.	Costa	James M.		X	CA16	2021	5/13/2022	30017074
Hon.	Costa	James M.		X	CA16	2021	6/16/2022	30017445
Hon.	Costa	James M.		X	CA16	2021	6/24/2022	30017559
Hon.	Costa	Jim M.		O	CA16	2021	8/12/2022	10047207
	Cota	Jackie S.		D	CA15	2021	5/11/2021	40003178
Hon.	Courtney	Joe		O	CT02	2021	5/13/2022	10047631
	Cowden	Anthony 'Tony'		C	NC04	2021	4/18/2022	10044370
	Cowden	Anthony 'Tony'		X	NC04	2021	1/21/2022	30015246
Mr.	Cowen	Martin Lindsey Mr	III	D	GA13	2021	5/5/2021	40003173
Mr.	Cox	Terrence John (Tj)		X	CA21	2021	1/26/2021	30011638
Mr.	Cox	TJ John (Tj)		T	CA21	2021	5/4/2021	10039471
	Cozzens	Jeff		C	NH02	2021	2/3/2022	8218554
	Cozzens	Jeff		X	NH02	2021	11/30/2021	8218464
	Craft	Frank S.		D	FL13	2021	4/30/2021	40003170
Hon.	Craig	Angela Dawn		A	MN02	2021	6/14/2022	8219008
Hon.	Craig	Angela Dawn		O	MN02	2021	5/16/2022	8218897
	Crain	Mark Brewer		D	TN09	2021	3/11/2021	40003136
	Crane	Eli		A	AZ01	2021	1/6/2023	10050614
	Crane	Eli		C	AZ01	2021	10/1/2021	10042675
	Crane	Eli		X	AZ01	2021	8/23/2021	30015053
Hon.	Crawford	Eric A. "Rick"		A	AR01	2021	11/16/2022	10050577
Hon.	Crawford	Eric A. "Rick"		O	AR01	2021	5/10/2022	10048088
Hon.	Crenshaw	Daniel		O	TX02	2021	6/26/2022	10049005
Hon.	Crenshaw	Daniel		P	TX02	2021	3/24/2021	20018373
Hon.	Crenshaw	Daniel		P	TX02	2021	12/7/2021	20019942
Hon.	Crenshaw	Daniel		X	TX02	2021	5/16/2022	30017361
Hon.	Crist	Charlie		O	FL13	2021	5/12/2022	10047676
	Crockett	Jasmine		C	TX30	2021	10/21/2022	10050507
	Croom	George		D	MD03	2021	10/8/2021	40003260
Hon.	Crow	Jason		O	CO06	2021	8/8/2022	10050026
Hon.	Crow	Jason		X	CO06	2021	5/11/2022	8218712
	Crumpacker	Jimmy		C	OR02	2021	3/12/2022	10044218
	Crumpacker	Jimmy		X	OR02	2021	12/21/2021	30015202
	Cruz	Robert 'Rob'		C	IL03	2021	6/16/2022	10049792
Hon.	Cuellar	Henry		O	TX28	2021	6/15/2022	10048222
Hon.	Cuellar	Henry		X	TX28	2021	5/13/2022	30017058
	Culp	Loren		C	WA04	2021	5/14/2021	10040125
Hon.	Cunningham	Joe		T	SC01	2021	2/21/2021	10039501
Hon.	Cunningham	Joe		X	SC01	2021	2/2/2021	30011643
	Curry	David		C	GA10	2021	7/21/2021	10041501
Hon.	Curtis	John		O	UT03	2021	8/13/2022	10046402
Hon.	Curtis	John		P	UT03	2021	2/4/2021	20018140
Hon.	Curtis	John		P	UT03	2021	7/6/2021	20019020
Hon.	Curtis	John		P	UT03	2021	8/6/2021	20019228
Hon.	Curtis	John		P	UT03	2021	9/2/2021	20019415
Hon.	Curtis	John		P	UT03	2021	9/17/2021	20019492
Hon.	Curtis	John		P	UT03	2021	11/16/2021	20019828
Hon.	Curtis	John		P	UT03	2021	12/3/2021	20019939
Hon.	Curtis	John		X	UT03	2021	4/18/2022	30016397
Mr.	D'Agostino	Nicholas A.		C	NJ05	2021	7/30/2021	10039747
Mr.	D'Agostino	Nicholas A.		D	NJ05	2021	4/20/2021	40003159
	Dale	Terry		C	CA45	2021	8/12/2021	10043035
	Dalsimer	Ally		C	VA11	2021	5/12/2021	10040363
	Daniels	Bret		D	CA07	2021	9/22/2021	8218364
	Danimus	Ann Marie		C	WA05	2021	12/18/2022	10050674
	D'Arrigo	Melanie		C	NY03	2021	6/27/2021	10041094
	Daughtry	Kelly		C	NC13	2021	4/18/2022	8218647
	Daughtry	Kelly		X	NC04	2021	1/5/2022	8218513
Hon.	Davids	Sharice		O	KS03	2021	5/13/2022	10048346
Hon.	Davidson	Warren		A	OH08	2021	8/13/2023	10050486
Hon.	Davidson	Warren		O	OH08	2021	7/14/2022	10047429
Hon.	Davidson	Warren		P	OH08	2021	3/25/2021	20017743
Hon.	Davidson	Warren		X	OH08	2021	5/15/2022	30017138
	Davis	Angela Grace		D	GA11	2021	8/4/2021	40003232
Hon.	Davis	Danny K.		O	IL07	2021	8/12/2022	10048304
Hon.	Davis	Danny K.		X	IL07	2021	5/12/2022	30016880
	Davis	Don		A	NC02	2021	8/31/2022	10050355
	Davis	Don		C	NC02	2021	12/31/2021	10044290
	Davis	Earl William	II	D	TX04	2021	7/12/2021	40003225
	Davis	Morris D Col		C	NC11	2021	3/25/2021	10039666
Hon.	Davis	Rodney		O	IL13	2021	5/16/2022	10046894
Hon.	Davis	Susan A.		T	CA53	2021	1/26/2021	10039440
Mr.	Davis	Tashi Kimandus		C	MD07	2021	9/15/2021	10043752
	Davis	Wendy		C	GA14	2021	11/3/2021	10041233
	Davis	Wendy		X	GA14	2021	7/12/2021	30014977
	Daza-Fernandez	Antonio Miguel		C	GA11	2021	5/15/2021	10040361
	De Gregorio	Nicholas		C	NJ05	2021	1/31/2022	10043966
	De Gregorio	Nicholas		X	NJ05	2021	11/15/2021	30015140
	De La Cruz Hernandez	Monica		C	TX15	2021	8/13/2021	10040370
	De La Cruz Hernandez	Monica		X	TX15	2021	5/18/2021	30014906
	Dean	Katie		C	NC11	2021	5/11/2021	10040303
Hon.	Dean	Madeleine		O	PA04	2021	5/16/2022	10047398
Hon.	DeFazio	Peter A.		O	OR04	2021	4/18/2022	10046404
Hon.	DeGette	Diana		O	CO01	2021	6/6/2022	10047474
Hon.	DeGette	Diana		X	CO01	2021	5/13/2022	30016987
	Degroot	Paul		C	NJ11	2021	10/22/2021	10043911
	DeHart	Vaughan "Brandon" Brendan		D	AZ04	2021	5/12/2021	40003179
Hon.	DeLauro	Rosa L.		O	CT03	2021	5/16/2022	10048099
Hon.	DelBene	Suzan K.		O	WA01	2021	5/15/2022	10046520
Hon.	DelBene	Suzan K.		P	WA01	2021	1/13/2021	20017962
Hon.	DelBene	Suzan K.		P	WA01	2021	2/16/2021	20018128
Hon.	DelBene	Suzan K.		P	WA01	2021	3/17/2021	20018303
Hon.	DelBene	Suzan K.		P	WA01	2021	4/13/2021	20018499
Hon.	DelBene	Suzan K.		P	WA01	2021	5/14/2021	20018681
Hon.	DelBene	Suzan K.		P	WA01	2021	6/12/2021	20018838
Hon.	DelBene	Suzan K.		P	WA01	2021	7/19/2021	20019016
Hon.	DelBene	Suzan K.		P	WA01	2021	8/6/2021	20019216
Hon.	DelBene	Suzan K.		P	WA01	2021	9/15/2021	20019414
Hon.	DelBene	Suzan K.		P	WA01	2021	10/15/2021	20019571
Hon.	DelBene	Suzan K.		P	WA01	2021	10/29/2021	20019708
Hon.	DelBene	Suzan K.		P	WA01	2021	11/19/2021	20019816
Hon.	DelBene	Suzan K.		P	WA01	2021	12/2/2021	20019922
Hon.	DelBene	Suzan K.		P	WA01	2021	12/28/2021	20020052
Hon.	Delgado	Antonio		O	NY19	2021	7/6/2022	10047514
Hon.	Delgado	Antonio		X	NY19	2021	5/5/2022	30016625
	Dellicker	Kevin		C	PA07	2021	7/29/2021	10041675
	Deluzio	Christopher		A	PA17	2021	5/16/2022	10047935
	Deluzio	Christopher		C	PA17	2021	12/21/2021	10043679
	Deluzio	Christopher		X	PA17	2021	9/15/2021	8218341
Hon.	Demings	Valdez 'Val'		O	FL10	2021	8/13/2022	10047478
Hon.	Demings	Valdez 'Val'		X	FL10	2021	5/15/2022	30017154
	Dennison	Jeremy Todd		C	MO08	2021	5/2/2021	10040133
	Denotter	Matthew		C	MI11	2021	11/28/2021	10043767
	Denotter	Matthew		X	MI11	2021	10/5/2021	30015103
	Depalma	Raffaele Santino		C	MA05	2021	11/17/2021	10044033
	Depaolis	Giuliano Giovanni		D	CA27	2021	5/11/2021	8218024
Hon.	Desaulnier	Mark		O	CA11	2021	5/16/2022	10047044
Hon.	Desaulnier	Mark		X	CA11	2021	5/13/2022	30017068
Hon.	DesJarlais	Scott		O	TN04	2021	7/3/2022	10049183
Hon.	DesJarlais	Scott		X	TN04	2021	5/16/2022	30017302
Hon.	DesJarlais	Scott		X	TN04	2021	6/16/2022	30017303
	Desvignes	Elfreda		C	GA06	2021	10/25/2021	10043935
Hon.	Deutch	Theodore E.		O	FL22	2021	8/12/2022	10048242
Hon.	Deutch	Theodore E.		X	FL22	2021	5/11/2022	30016856
	Diacogiannis	Jeremiah David		C	TX37	2021	1/22/2022	10044423
	Diamond	Ben		C	FL13	2021	9/7/2021	10040805
	Diamond	Ben		X	FL13	2021	6/15/2021	30014952
Hon.	Diaz-Balart	Mario		O	FL25	2021	5/11/2022	10047512
Hon.	Diaz-Balart	Mario		P	FL25	2021	5/18/2021	20018764
Dr.	Dickinson	Michael Robert		C	VA04	2021	9/20/2021	10043775
	Diemer	Matthew		C	OH16	2021	5/10/2021	10039775
	Dilizia	Anthony Adelino Mr		C	CT02	2021	8/8/2021	10042646
Hon.	Dingell	Debbie		O	MI12	2021	5/16/2022	10046476
Hon.	Dingell	Debbie		P	MI12	2021	1/13/2021	20017983
Hon.	Dingell	Debbie		P	MI12	2021	2/1/2021	20018112
Hon.	Dingell	Debbie		P	MI12	2021	3/10/2021	20018361
Hon.	Dingell	Debbie		P	MI12	2021	3/25/2021	20018459
Hon.	Dingell	Debbie		P	MI12	2021	4/1/2021	20018488
Hon.	Dingell	Debbie		P	MI12	2021	5/3/2021	20018643
Hon.	Dingell	Debbie		P	MI12	2021	6/15/2021	20018918
Hon.	Dingell	Debbie		P	MI12	2021	6/29/2021	20018962
Hon.	Dingell	Debbie		P	MI12	2021	10/11/2021	20019591
Hon.	Dingell	Debbie		P	MI12	2021	12/10/2021	20019967
	Disanto	Delina		C	AZ04	2021	3/30/2021	10039687
	Dixon	Gregg Marcel		C	SC06	2021	10/8/2021	10043824
Hon.	Doggett	Lloyd		O	TX35	2021	8/11/2022	10046886
Hon.	Doggett	Lloyd		P	TX35	2021	1/6/2021	20017977
Hon.	Doggett	Lloyd		P	TX35	2021	3/8/2021	20018349
Hon.	Doggett	Lloyd		P	TX35	2021	4/7/2021	20018533
Hon.	Doggett	Lloyd		P	TX35	2021	5/6/2021	20018695
Hon.	Doggett	Lloyd		P	TX35	2021	6/30/2021	20019003
Hon.	Doggett	Lloyd		P	TX35	2021	7/6/2021	20019031
Hon.	Doggett	Lloyd		P	TX35	2021	8/13/2021	20019318
Hon.	Doggett	Lloyd		P	TX35	2021	9/7/2021	20019437
Hon.	Doggett	Lloyd		P	TX35	2021	10/7/2021	20019598
Hon.	Doggett	Lloyd		P	TX35	2021	11/18/2021	20019848
Hon.	Doggett	Lloyd		P	TX35	2021	12/6/2021	20019957
Hon.	Doggett	Lloyd		X	TX35	2021	4/26/2022	30016484
Hon.	Donalds	Byron		O	FL19	2021	8/9/2022	10050096
Hon.	Donalds	Byron		X	FL19	2021	6/7/2022	8218948
	Donovan	Kerry		C	CO03	2021	7/14/2021	10039767
	Donovan	Kerry		X	CO03	2021	5/18/2021	30014907
	Donovan	Kerry		X	CO03	2021	6/15/2021	30014958
Mr.	Dorilas	Rod		C	FL21	2021	10/18/2021	10043903
Mr.	Dorilas	Rod		X	FL21	2021	6/2/2021	8218065
	Dowell	Jeremy J.		D	CO05	2021	5/17/2021	40003199
	Dowling	Elvin		C	FL20	2021	7/14/2021	10041448
Hon.	Doyle	Michael F.		O	PA18	2021	5/13/2022	10046625
	Dubose	Bobby B.		C	FL20	2021	5/20/2021	8218044
	Duke	Brady		C	FL07	2021	12/30/2021	10041146
Hon.	Duncan	Jeff		O	SC03	2021	7/28/2022	10048689
Hon.	Duncan	Jeff		X	SC03	2021	5/13/2022	30017066
Hon.	Dunn	Neal Patrick MD, Facs		O	FL02	2021	8/13/2022	10046177
Hon.	Dunn	Neal Patrick MD, Facs		P	FL02	2021	1/15/2021	20018007
Hon.	Dunn	Neal Patrick MD, Facs		P	FL02	2021	3/24/2021	20018369
Hon.	Dunn	Neal Patrick MD, Facs		X	FL02	2021	4/15/2022	30016364
	Dunn	Reagan B.		C	WA08	2021	3/29/2022	10044671
	Dunn	Reagan B.		X	WA08	2021	1/5/2022	8218514
Mr.	Dunn	Tom W		C	SC07	2021	5/4/2021	10040177
	Earls	Harold		A	GA06	2021	8/17/2021	10043516
	Earls	Harold		C	GA06	2021	8/13/2021	10040148
	Earls	Harold		X	GA06	2021	5/11/2021	30014897
	Easton	Kevin		C	OR05	2021	11/27/2021	10044120
	Edmonds	Ruth		C	OH15	2021	6/8/2021	10040809
	Egan	Michael C.		C	TX06	2021	4/2/2021	10039706
	Ehasz	Ashley		C	PA01	2021	12/10/2021	10043967
	Ehasz	Ashley		X	PA01	2021	11/15/2021	30015143
	Ehr	Phillip Charles		A	FL01	2021	5/14/2021	10040417
	Ehr	Phillip Charles		C	FL01	2021	5/14/2021	10039731
	Eldon	Anthony W.		D	FL14	2021	1/28/2021	8217827
	Ellis	Jameson		D	TX08	2021	6/21/2021	40003216
Ms.	Ellis	Theresa Coates		C	VA10	2021	9/1/2021	10043641
	Ellzey	John Kevin	Sr	A	TX06	2021	6/24/2021	10041054
	Ellzey	John Kevin	Sr	C	TX06	2021	4/2/2021	10039702
Hon.	Ellzey	John Kevin		O	TX06	2021	7/11/2022	10048503
Hon.	Ellzey	John Kevin		X	TX06	2021	5/13/2022	30016989
Hon.	Emmer	Thomas Earl	Jr	O	MN06	2021	5/16/2022	8218898
	Engel	Kirsten		C	AZ02	2021	6/3/2021	10040472
	Engel	Kirsten		X	AZ02	2021	6/1/2021	30014926
Mr.	Ennis	Craig Edward		C	VA07	2021	12/15/2021	10044234
	Epperson	Dalila		C	CA20	2021	9/16/2021	10043676
	Ericksen	Alena		X	UT01	2021	12/20/2021	30015215
Hon.	Escobar	Veronica		O	TX16	2021	4/23/2022	10046288
Hon.	Eshoo	Anna G.		O	CA18	2021	4/18/2022	8218688
Hon.	Espaillat	Adriano		O	NY13	2021	5/16/2022	10048770
	Esshaki	Eric		X	MI11	2021	11/17/2021	30015151
Hon.	Estes	Ron		A	KS04	2021	8/15/2023	8219915
Hon.	Estes	Ron		O	KS04	2021	8/12/2022	10047460
Hon.	Estes	Ron		X	KS04	2021	5/6/2022	30016645
	Evans	Charles		C	NC08	2021	6/29/2021	10040672
Hon.	Evans	Dwight		O	PA03	2021	5/16/2022	10047836
Hon.	Evans	Dwight		P	PA03	2021	2/9/2021	20018181
Hon.	Evans	Dwight		P	PA03	2021	7/9/2021	20019061
Hon.	Evans	Dwight		P	PA03	2021	12/22/2021	20020081
	Evans	Jake		C	GA06	2021	10/1/2021	10043829
Mr.	Evans	Shannon Scott		D	AK00	2021	5/18/2021	40003200
	Ezell	Walter Michael		C	MS04	2021	6/24/2021	10040967
	Faheem	Mohammed		C	IL08	2021	10/3/2021	10043833
Hon.	Fallon	Patrick		O	TX04	2021	8/13/2022	10048366
Hon.	Fallon	Patrick		P	TX04	2021	6/17/2021	20018760
Hon.	Fallon	Patrick		P	TX04	2021	7/2/2021	20018998
Hon.	Fallon	Patrick		P	TX04	2021	8/18/2021	20019260
Hon.	Fallon	Patrick		P	TX04	2021	9/3/2021	20019418
Hon.	Fallon	Patrick		P	TX04	2021	10/5/2021	20019582
Hon.	Fallon	Patrick		P	TX04	2021	11/4/2021	20019752
Hon.	Fallon	Patrick		P	TX04	2021	11/30/2021	20019902
Hon.	Fallon	Patrick		P	TX04	2021	12/29/2021	20020096
Hon.	Fallon	Patrick		X	TX04	2021	5/12/2022	30016910
	Fanelli	Steve		C	PA06	2021	8/23/2021	10042261
	Farrell	Bridie		C	NY21	2021	12/6/2021	10043988
	Faust	Kyle Alexander		D	CO07	2021	5/20/2021	8218051
Hon.	Feenstra	Randall		O	IA04	2021	8/9/2022	10050048
Hon.	Feenstra	Randall		X	IA04	2021	5/13/2022	8218733
Dr.	Feig	Anthony Dean		C	MI04	2021	5/7/2021	10040248
Dr.	Feit	Keith		C	FL21	2021	8/23/2021	8218316
Dr.	Feit	Keith		D	FL21	2021	4/28/2021	8218005
Dr.	Feit	Keith		W	FL21	2021		8218533
Dr.	Feit	Keith		X	FL21	2021	6/2/2021	8218066
Ms.	Feng	Karena		A	CA10	2021	1/17/2022	10044404
Ms.	Feng	Karena Apple		C	CA10	2021	12/19/2021	10044257
Hon.	Ferguson	Anderson Drew	IV	O	GA03	2021	6/14/2022	10049723
	Fermo	Paul		C	PA01	2021	11/19/2021	10044087
	Fernandez	Francisco		W	NM01	2021	5/5/2021	7811
	Figliola	Anthony M.		D	NY01	2021	1/27/2022	40003302
Hon.	Finkenauer	Abby		T	IA01	2021	1/29/2021	10039472
Hon.	Fischbach	Michelle		O	MN07	2021	8/10/2022	10048391
Hon.	Fischbach	Michelle		X	MN07	2021	5/12/2022	30016920
Hon.	Fitzgerald	Scott L.		O	WI05	2021	4/25/2022	10046774
Hon.	Fitzpatrick	Brian		O	PA01	2021	5/10/2022	10048055
	Fix	Jeffrey M.		W	OH15	2021	6/1/2021	7816
	Flannery	Bryan		W	OH11	2021	5/17/2021	7813
Hon.	Fleischmann	Charles J. "Chuck"		O	TN03	2021	5/12/2022	8218859
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	3/3/2021	8217884
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	5/12/2021	8218027
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	8/17/2021	8218297
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	10/1/2021	8218379
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	10/7/2021	8218380
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	10/13/2021	8218397
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	11/12/2021	8218436
Hon.	Fleischmann	Charles J. "Chuck"		P	TN03	2021	12/16/2021	8218505
	Fleming	Bridget		C	NY01	2021	9/26/2021	10043772
Hon.	Fletcher	Elizabeth		O	TX07	2021	8/13/2022	10047944
Hon.	Fletcher	Elizabeth		X	TX07	2021	5/10/2022	30016730
Hon.	Flores	Bill		T	TX17	2021	5/4/2021	8218009
Hon.	Flores	Bill		X	TX17	2021	4/15/2021	8217979
	Flowers	Marcus		C	GA14	2021	5/10/2021	10040293
Mr.	Ford	Jerry		C	TX38	2021	11/5/2021	10043905
	Forte	Tina		C	NY14	2021	11/17/2021	10044081
Hon.	Foster	Bill William		O	IL11	2021	5/16/2022	10047102
	Foushee	Valerie		C	NC06	2021	3/12/2022	10044699
	Fowler	Steven		C	TX28	2021	12/22/2021	10043948
	Fowler	Steven		X	TX28	2021	11/3/2021	30015133
Hon.	Foxx	Virginia		O	NC05	2021	5/11/2022	10046712
Hon.	Foxx	Virginia		P	NC05	2021	1/8/2021	20017967
Hon.	Foxx	Virginia		P	NC05	2021	2/1/2021	20018115
Hon.	Foxx	Virginia		P	NC05	2021	3/3/2021	20018306
Hon.	Foxx	Virginia		P	NC05	2021	4/7/2021	20018512
Hon.	Foxx	Virginia		P	NC05	2021	5/5/2021	20018670
Hon.	Foxx	Virginia		P	NC05	2021	6/3/2021	20018805
Hon.	Foxx	Virginia		P	NC05	2021	7/2/2021	20019013
Hon.	Foxx	Virginia		P	NC05	2021	8/2/2021	20019162
Hon.	Foxx	Virginia		P	NC05	2021	9/3/2021	20019412
Hon.	Foxx	Virginia		P	NC05	2021	10/4/2021	20019557
Hon.	Foxx	Virginia		P	NC05	2021	11/2/2021	20019717
Hon.	Foxx	Virginia		P	NC05	2021	12/3/2021	20019946
	Fragnoli	Kathy		C	TX24	2021	1/28/2022	8218546
	Fragnoli	Kathy		X	TX24	2021	12/21/2021	30015204
	France	Mike		C	CT02	2021	4/30/2021	10040118
Hon.	Frankel	Lois		O	FL21	2021	6/27/2022	10047110
Hon.	Frankel	Lois		P	FL21	2021	1/21/2021	20018050
Hon.	Frankel	Lois		P	FL21	2021	2/25/2021	20018224
Hon.	Frankel	Lois		P	FL21	2021	3/26/2021	20018420
Hon.	Frankel	Lois		P	FL21	2021	4/23/2021	20018606
Hon.	Frankel	Lois		P	FL21	2021	5/25/2021	20018768
Hon.	Frankel	Lois		P	FL21	2021	6/30/2021	20018944
Hon.	Frankel	Lois		P	FL21	2021	8/3/2021	20019173
Hon.	Frankel	Lois		P	FL21	2021	8/18/2021	20019346
Hon.	Frankel	Lois		P	FL21	2021	9/28/2021	20019512
Hon.	Frankel	Lois		P	FL21	2021	11/1/2021	20019707
Hon.	Frankel	Lois		P	FL21	2021	12/21/2021	20020021
Hon.	Frankel	Lois		P	FL21	2021	12/30/2021	20020112
Hon.	Frankel	Lois		X	FL21	2021	5/4/2022	30016607
Hon.	Frankel	Lois		X	FL21	2021	6/23/2022	30017458
Hon.	Franklin	Scott		O	FL15	2021	5/16/2022	10046793
Hon.	Franklin	Scott		P	FL15	2021	5/20/2021	8218040
Hon.	Franklin	Scott		P	FL15	2021	6/1/2021	20018831
Hon.	Franklin	Scott		P	FL15	2021	6/8/2021	8218078
Hon.	Franklin	Scott		P	FL15	2021	6/15/2021	8218110
Hon.	Franklin	Scott		P	FL15	2021	6/15/2021	8218111
Hon.	Franklin	Scott		P	FL15	2021	10/20/2021	8218405
Mr.	Franklin	Scott		P	FL15	2021	3/26/2021	20018466
	Franzese	Daniel John		C	FL21	2021	6/18/2021	10040774
	Franzese	Daniel John		X	FL21	2021	6/22/2021	30014960
	Fremgen	James Lucas		C	CA06	2021	11/12/2021	10044027
	Fremgen	James Lucas		X	CA06	2021	9/15/2021	8218342
	French	Leslie Leigh		D	WA03	2021	11/12/2021	40003276
Mr.	French	Michael Alexander		C	TX21	2021	6/15/2021	10040947
	Friese	Randall S.		C	AZ02	2021	5/12/2021	10040254
	Frost	Maxwell Alejandro		C	FL10	2021	10/11/2021	10043874
	Fry	Russell		C	SC07	2021	5/24/2022	10043873
Hon.	Fudge	Marcia L.		E	OH11	2021	3/30/2021	8217913
Hon.	Fulcher	Russ		O	ID01	2021	5/16/2022	10048753
Hon.	Gabbard	Tulsi		T	HI02	2021	5/3/2021	10039497
Hon.	Gabbard	Tulsi		X	HI02	2021	2/3/2021	30011645
	Gacis	Cherif		D	TX21	2021	9/23/2021	40003250
Hon.	Gaetz	Matt		O	FL01	2021	8/12/2022	10046622
Hon.	Gaetz	Matt		X	FL01	2021	4/21/2022	30016427
Hon.	Gallagher	Michael John		O	WI08	2021	5/13/2022	10046167
Hon.	Gallagher	Michael John		P	WI08	2021	4/6/2021	20018529
Hon.	Gallego	Ruben		A	AZ07	2021	8/12/2023	10055645
Hon.	Gallego	Ruben		G	AZ07	2021	7/22/2021	50000145
Hon.	Gallego	Ruben		O	AZ07	2021	8/10/2022	10046854
Hon.	Gallego	Ruben		X	AZ07	2021	5/13/2022	30017027
	Galluch	David		C	PA05	2021	8/25/2021	10040504
